J, B, T, O, m, chi, E0, E1, E2, p0, p1, p2 
0.1, 0.0, 0.0, 5.303386265703355e-06, 0.0, 8.69658055830781e-12, -1.9999999998777973, 0.9999954871560727, 1.0000045131290656, 1.0, 0.0, 0.0
0.1, 1.6666666666666667, 0.0, 3.6236761317992286e-06, 1.4494300930513017e-11, 0.2999999999883261, -1.9999999998399993, -0.6666666664669866, 2.6666666668681525, 1.0, 0.0, 0.0
0.1, 3.3333333333333335, 0.0, -2.245269722332051e-06, 0.9999999999610871, 0.29999999999537197, -2.3333333333182047, -1.9999999999590916, 4.333333333363338, 1.0, 0.0, 0.0
0.1, 5.0, 0.0, 1.6819821681071656e-06, 0.9999999999990675, 2.278823796331153e-11, -3.9999999999790457, -1.9999999999756768, 6.00000000002381, 1.0, 0.0, 0.0
0.7333333333333333, 0.0, 0.0, 5.58070010254738e-07, 0.0, 0.07250107354006011, -1.999999999999443, 0.9999984832091998, 1.0000015167965184, 1.0, 0.0, 0.0
0.7333333333333333, 1.6666666666666667, 0.0, 0.4738717228099381, 0.12083512256676684, 0.17063271082912962, -2.0242042982608615, -0.14015257763847513, 3.1523966979569042, 1.0, 0.0, 0.0
0.7333333333333333, 3.3333333333333335, 0.0, 0.5844729857078388, 0.5687757027637654, 0.2637494632299688, -2.573644855998071, -0.9068546246605343, 4.983577084426498, 1.0, 0.0, 0.0
0.7333333333333333, 5.0, 0.0, 1.0660815070686179e-07, 0.9999999999999961, 0.2587345783417384, -3.999999999999998, -1.9999999999999805, 6.000000000000015, 1.0, 0.0, 0.0
1.3666666666666667, 0.0, 0.0, 0.7637282156067301, 0.0, 0.11824424502673929, -2.434873881344404, 2.8156250191852448, 4.40214740980781, 1.0, 0.0, 0.0
1.3666666666666667, 1.6666666666666667, 0.0, 0.7586433046256262, 0.19707374171123215, 0.13130266341946487, -2.5955733108416936, 2.102197812768054, 5.212799452907823, 1.0, 0.0, 0.0
1.3666666666666667, 3.3333333333333335, 0.0, 0.709207167207569, 0.43767554473154957, 0.16861804838717162, -3.116351246994777, 0.8930469543426557, 6.347697381363503, 1.0, 0.0, 0.0
1.3666666666666667, 5.0, 0.0, 0.5101192833342129, 0.7591339030018043, 0.1928750149621528, -4.097572960108539, -0.7612338155052082, 6.99262452524848, 1.0, 0.0, 0.0
2.0, 0.0, 0.0, 0.8249766926098312, 0.0, 0.10129121982804509, -3.2487245966436196, 4.8356089289123325, 6.580144179541756, 1.0, 0.0, 0.0
2.0, 1.6666666666666667, 0.0, 0.8134900958881287, 0.1688186997134085, 0.10522630690387735, -3.3884791176770532, 4.15469794422749, 7.174974887366577, 1.0, 0.0, 0.0
2.0, 3.3333333333333335, 0.0, 0.772449577330886, 0.35075435634625785, 0.11724560714849012, -3.8187495554806805, 2.898942129127892, 8.079947385623688, 1.0, 0.0, 0.0
2.0, 5.0, 0.0, 0.6789656920337115, 0.5596373902083756, 0.1253298203172706, -4.57245230596956, 1.3484283218622395, 8.755956622192308, 1.0, 0.0, 0.0
